location,month,pLocalTransmissionAve,pLocalTransmissionMin,pLocalTransmissionMax,localcases
Paris,02/01/2015 12:00:00 AM,0.02,0,0,0
Kos,05/01/2015 12:00:00 AM,0,0,0,0
Barranquilla,08/01/2014 12:00:00 AM,0.16,0.01,0.38,0
Dzaoudzi,12/01/2013 12:00:00 AM,0,0,0,0
Monastir,05/01/2015 12:00:00 AM,0,0,0,0
Setif,12/01/2013 12:00:00 AM,0,0,0,0
Strasbourg,07/01/2014 12:00:00 AM,0.16,0,0.97,0
Aruba,02/01/2014 12:00:00 AM,0.39,0.03,0.8,0
Biarritz,04/01/2015 12:00:00 AM,0,0,0,0
Tampa,04/01/2014 12:00:00 AM,0.17,0,0.51,0
"Cordoba, AR",07/01/2014 12:00:00 AM,0.02,0,0.32,0
Djerba,09/01/2014 12:00:00 AM,0.13,0.01,0.29,0
Guayaquil,05/01/2014 12:00:00 AM,0.04,0,0.23,0
Ibiza,06/01/2014 12:00:00 AM,0.16,0,0.65,0
Rome,04/01/2015 12:00:00 AM,0.02,0,0.28,0
Calvi,05/01/2015 12:00:00 AM,0,0,0.03,0
St. Louis,08/01/2014 12:00:00 AM,0.78,0.13,0.99,0
Los Angeles,04/01/2015 12:00:00 AM,0.09,0,0.77,0
Annaba,02/01/2015 12:00:00 AM,0,0,0,0
Paris,04/01/2015 12:00:00 AM,0.03,0,0.21,0
Lourdes,11/01/2014 12:00:00 AM,0,0,0,0
Oran,12/01/2014 12:00:00 AM,0,0,0,0
Dubai,10/01/2014 12:00:00 AM,0.05,0.01,0.12,0
Santorini,03/01/2014 12:00:00 AM,0,0,0,0
Amsterdam,02/01/2014 12:00:00 AM,0,0,0,0
Marseille,12/01/2013 12:00:00 AM,0,0,0,0
Batna,11/01/2014 12:00:00 AM,0,0,0,0
Batna,02/01/2015 12:00:00 AM,0,0,0,0
Berlin,01/01/2014 12:00:00 AM,0,0,0,0
Knoxville,05/01/2015 12:00:00 AM,0,0,0.02,0
Amsterdam,03/01/2015 12:00:00 AM,0,0,0,0
"Columbus, OH, US",05/01/2015 12:00:00 AM,0,0,0.03,0
Belem,01/01/2015 12:00:00 AM,0.75,0.07,0.99,0
Madrid,02/01/2014 12:00:00 AM,0,0,0,0
Sao Paulo,01/01/2015 12:00:00 AM,0.85,0,1,0
Clermont-Ferrand,03/01/2015 12:00:00 AM,0,0,0,0
Bangkok,07/01/2014 12:00:00 AM,0.07,0.01,0.17,0
Mauritius,03/01/2014 12:00:00 AM,0.02,0,0.04,0
Setif,04/01/2014 12:00:00 AM,0.01,0,0.06,0
Brest,02/01/2015 12:00:00 AM,0,0,0.01,0
Denver,06/01/2014 12:00:00 AM,0.08,0,0.82,0
Palma de Mallorca,01/01/2015 12:00:00 AM,0,0,0.04,0
Oran,05/01/2015 12:00:00 AM,0,0,0,0
Rome,03/01/2014 12:00:00 AM,0.01,0,0.06,0
Athens,08/01/2014 12:00:00 AM,0.08,0.01,0.19,0
Mauritius,02/01/2015 12:00:00 AM,0,0,0.01,0
Guadeloupe,05/01/2015 12:00:00 AM,1,1,1,1
Tunis,10/01/2014 12:00:00 AM,0.05,0,0.23,0
Rome,04/01/2014 12:00:00 AM,0.01,0,0.19,0
Nice,01/01/2014 12:00:00 AM,0,0,0.02,0
Naples,05/01/2014 12:00:00 AM,0.01,0,0.06,0
Lyon,02/01/2015 12:00:00 AM,0,0,0,0
Santorini,08/01/2014 12:00:00 AM,0.09,0.01,0.21,0
Wichita,07/01/2014 12:00:00 AM,0.3,0.05,0.6,0
Baltimore,04/01/2015 12:00:00 AM,0,0,0.02,0
Toulouse,02/01/2015 12:00:00 AM,0,0,0,0
Constantine,04/01/2015 12:00:00 AM,0,0,0,0
Pau,02/01/2015 12:00:00 AM,0,0,0,0
Athens,06/01/2014 12:00:00 AM,0.03,0,0.07,0
Lima,06/01/2014 12:00:00 AM,0.15,0,0.97,0
Tel Aviv,10/01/2014 12:00:00 AM,0.04,0,0.13,0
Puerto Rico,01/01/2014 12:00:00 AM,1,0.51,1,0
Tel Aviv,03/01/2015 12:00:00 AM,0.01,0,0.1,0
Ajaccio,10/01/2014 12:00:00 AM,0.1,0,0.65,0
Trinidad & Tobago,02/01/2014 12:00:00 AM,0.47,0.03,0.85,0
Nice,02/01/2014 12:00:00 AM,0,0,0.02,0
Toulouse,08/01/2014 12:00:00 AM,0.49,0,0.99,0
Moscow,10/01/2014 12:00:00 AM,0,0,0,0
Santiago,02/01/2015 12:00:00 AM,0.21,0,0.91,0
Mauritius,12/01/2014 12:00:00 AM,0.07,0,0.17,0
Toulon,09/01/2014 12:00:00 AM,0.19,0,0.76,0
Oran,08/01/2014 12:00:00 AM,0.16,0.02,0.34,0
Mauritius,11/01/2014 12:00:00 AM,0.27,0,0.66,0
Brussels,05/01/2015 12:00:00 AM,0.01,0,0.06,0
Montpellier,10/01/2014 12:00:00 AM,0.04,0,0.44,0
Las Vegas,09/01/2014 12:00:00 AM,0.12,0,0.69,0
Reunion,04/01/2014 12:00:00 AM,0.75,0.11,0.99,0
Bodrum,09/01/2014 12:00:00 AM,0.01,0,0.04,0
Biarritz,07/01/2014 12:00:00 AM,0.5,0,1,0
Lamezia Terme,08/01/2014 12:00:00 AM,0.08,0.01,0.18,0
Brussels,12/01/2013 12:00:00 AM,0,0,0,0
Istanbul,01/01/2014 12:00:00 AM,0,0,0,0
Tokyo,05/01/2015 12:00:00 AM,0.01,0,0.07,0
Bastia,02/01/2014 12:00:00 AM,0,0,0.03,0
Hartford,05/01/2015 12:00:00 AM,0,0,0.02,0
Brest,05/01/2014 12:00:00 AM,0.04,0,0.47,0
Biarritz,05/01/2014 12:00:00 AM,0.05,0,0.59,0
Charlotte,05/01/2015 12:00:00 AM,0.03,0,0.21,0
Barcelona,12/01/2013 12:00:00 AM,0,0,0,0
Setif,07/01/2014 12:00:00 AM,0.56,0.12,0.87,0
Catania,02/01/2015 12:00:00 AM,0,0,0,0
Nice,03/01/2015 12:00:00 AM,0,0,0.03,0
Basel,01/01/2014 12:00:00 AM,0,0,0,0
Dusseldorf,07/01/2014 12:00:00 AM,0.22,0,0.97,0
Sharm el-Sheikh,03/01/2015 12:00:00 AM,0,0,0,0
Boston,05/01/2014 12:00:00 AM,0.03,0,0.43,0
Hartford,05/01/2014 12:00:00 AM,0.01,0,0.11,0
Chania,03/01/2015 12:00:00 AM,0,0,0,0
Charlotte,04/01/2015 12:00:00 AM,0.01,0,0.16,0
Providence,09/01/2014 12:00:00 AM,0.02,0,0.16,0
Amsterdam,07/01/2014 12:00:00 AM,0.1,0,0.78,0
Lourdes,10/01/2014 12:00:00 AM,0,0,0.02,0
Paphos,07/01/2014 12:00:00 AM,0.13,0.01,0.29,0
Toulouse,03/01/2015 12:00:00 AM,0,0,0,0
Tunis,02/01/2014 12:00:00 AM,0,0,0.02,0
Anapa,01/01/2015 12:00:00 AM,0,0,0,0
Brussels,07/01/2014 12:00:00 AM,0.22,0,0.97,0
Myrtle Beach,01/01/2015 12:00:00 AM,0,0,0.02,0
Setif,06/01/2014 12:00:00 AM,0.24,0.03,0.51,0
Tel Aviv,04/01/2014 12:00:00 AM,0,0,0.02,0
Fortaleza,02/01/2015 12:00:00 AM,0.12,0.01,0.28,0
Dubai,04/01/2014 12:00:00 AM,0.02,0,0.04,0
Guadalajara,11/01/2014 12:00:00 AM,0.3,0.01,0.67,0
Biskra,09/01/2014 12:00:00 AM,0.02,0,0.07,0
Montpellier,04/01/2014 12:00:00 AM,0.04,0,0.46,0
Djerba,01/01/2014 12:00:00 AM,0,0,0.01,0
Catania,12/01/2013 12:00:00 AM,0,0,0,0
Pau,08/01/2014 12:00:00 AM,0.21,0,0.78,0
Lisbon,08/01/2014 12:00:00 AM,0.15,0,0.53,0
Rio de Janeiro,07/01/2014 12:00:00 AM,0.19,0,0.98,0
Nantes,01/01/2015 12:00:00 AM,0,0,0,0
Athens,04/01/2015 12:00:00 AM,0,0,0.01,0
Clermont-Ferrand,05/01/2014 12:00:00 AM,0.03,0,0.36,0
Valencia,10/01/2014 12:00:00 AM,0,0,0.02,0
Fortaleza,09/01/2014 12:00:00 AM,0.14,0.02,0.33,0
Buenos Aires,09/01/2014 12:00:00 AM,0.04,0,0.59,0
"Charleston, SC, US",05/01/2015 12:00:00 AM,0.01,0,0.05,0
Rome,10/01/2014 12:00:00 AM,0.09,0,0.58,0
Tunis,11/01/2014 12:00:00 AM,0.02,0,0.24,0
San Diego,11/01/2014 12:00:00 AM,0.05,0,0.42,0
Alicante,09/01/2014 12:00:00 AM,0.08,0,0.31,0
Oaxaca,05/01/2015 12:00:00 AM,1,1,1,1
Turks & Caicos,05/01/2014 12:00:00 AM,0.28,0.03,0.61,0
Catania,09/01/2014 12:00:00 AM,0.04,0,0.12,0
Biarritz,11/01/2014 12:00:00 AM,0,0,0,0
Montevideo,12/01/2014 12:00:00 AM,0.12,0,0.37,0
Bari,11/01/2014 12:00:00 AM,0,0,0.01,0
Bejaia,02/01/2014 12:00:00 AM,0,0,0,0
Marseille,02/01/2014 12:00:00 AM,0.01,0,0.04,0
Monroe,11/01/2014 12:00:00 AM,0,0,0.05,0
Mexico City,07/01/2014 12:00:00 AM,0.13,0,0.95,0
Bangkok,05/01/2014 12:00:00 AM,0,0,0,0
Haiti,01/01/2014 12:00:00 AM,0.39,0.01,0.82,0
Calvi,05/01/2014 12:00:00 AM,0.16,0,0.9,0
Athens,01/01/2014 12:00:00 AM,0,0,0,0
Dubai,11/01/2014 12:00:00 AM,0.32,0.03,0.63,0
Paris,01/01/2015 12:00:00 AM,0.01,0,0,0
St. Lucia,05/01/2015 12:00:00 AM,1,1,1,1
Dallas,05/01/2014 12:00:00 AM,0.48,0,0.94,0
Bilbao,10/01/2014 12:00:00 AM,0,0,0.01,0
Madrid,07/01/2014 12:00:00 AM,0.89,0.01,1,0
Amsterdam,04/01/2015 12:00:00 AM,0,0,0.01,0
Puerto Rico,02/01/2014 12:00:00 AM,1,0.42,1,0
Des Moines,06/01/2014 12:00:00 AM,0.11,0,0.53,0
Brest,06/01/2014 12:00:00 AM,0.06,0,0.61,0
London,01/01/2015 12:00:00 AM,0.02,0,0,0
Sonora,05/01/2015 12:00:00 AM,1,1,1,1
Guyana,05/01/2015 12:00:00 AM,1,1,1,1
Colombia,05/01/2015 12:00:00 AM,1,1,1,1
Marseille,09/01/2014 12:00:00 AM,0.27,0,0.89,0
Mumbai,03/01/2014 12:00:00 AM,0.12,0.02,0.26,0
Hong Kong,01/01/2014 12:00:00 AM,0,0,0,0
Reunion,11/01/2014 12:00:00 AM,0.62,0.02,0.98,0
Hong Kong,01/01/2015 12:00:00 AM,0,0,0.01,0
Bastia,05/01/2015 12:00:00 AM,0,0,0.03,0
Annaba,06/01/2014 12:00:00 AM,0.03,0,0.15,0
"Birmingham, US",07/01/2014 12:00:00 AM,0.42,0.06,0.77,0
Bordeaux,04/01/2014 12:00:00 AM,0.05,0,0.59,0
Calvi,10/01/2014 12:00:00 AM,0.07,0,0.5,0
Amsterdam,01/01/2014 12:00:00 AM,0,0,0,0
Amsterdam,11/01/2014 12:00:00 AM,0.04,0,0.47,0
Minneapolis,09/01/2014 12:00:00 AM,0.06,0,0.53,0
Lourdes,08/01/2014 12:00:00 AM,0.05,0,0.25,0
Batna,03/01/2014 12:00:00 AM,0,0,0,0
Bastia,10/01/2014 12:00:00 AM,0.1,0,0.64,0
Guayaquil,08/01/2014 12:00:00 AM,0.15,0,0.71,0
Ecuador,05/01/2015 12:00:00 AM,1,1,1,1
Panama City,02/01/2014 12:00:00 AM,0.32,0.02,0.68,0
Lourdes,03/01/2015 12:00:00 AM,0,0,0,0
Setif,03/01/2015 12:00:00 AM,0,0,0,0
Tunis,03/01/2014 12:00:00 AM,0,0,0.06,0
Hong Kong,07/01/2014 12:00:00 AM,0.09,0.01,0.22,0
Brussels,02/01/2015 12:00:00 AM,0,0,0,0
Djerba,06/01/2014 12:00:00 AM,0.29,0.02,0.6,0
Santorini,04/01/2014 12:00:00 AM,0,0,0,0
Barbados,05/01/2015 12:00:00 AM,1,1,1,1
Manila,01/01/2015 12:00:00 AM,0.05,0,0.12,0
San Francisco,05/01/2015 12:00:00 AM,0.01,0,0.15,0
Chania,04/01/2014 12:00:00 AM,0,0,0,0
Beirut,04/01/2015 12:00:00 AM,0,0,0.01,0
Bilbao,06/01/2014 12:00:00 AM,0.03,0,0.28,0
Raleigh,07/01/2014 12:00:00 AM,0.8,0.1,1,0
Strasbourg,03/01/2015 12:00:00 AM,0,0,0,0
Setif,04/01/2015 12:00:00 AM,0,0,0,0
Louisville,05/01/2015 12:00:00 AM,0,0,0.03,0
Lisbon,01/01/2015 12:00:00 AM,0,0,0.04,0
Berlin,12/01/2014 12:00:00 AM,0,0,0,0
Perpignan,09/01/2014 12:00:00 AM,0.02,0,0.12,0
Palma de Mallorca,05/01/2015 12:00:00 AM,0,0,0.03,0
Ajaccio,02/01/2014 12:00:00 AM,0.01,0,0.04,0
Biskra,01/01/2014 12:00:00 AM,0,0,0,0
Athens,02/01/2014 12:00:00 AM,0,0,0,0
Heraklion,01/01/2014 12:00:00 AM,0,0,0,0
Nice,06/01/2014 12:00:00 AM,0.4,0,0.98,0
Zakinthos,11/01/2014 12:00:00 AM,0,0,0,0
Bordeaux,07/01/2014 12:00:00 AM,0.59,0,1,0
Syracuse,05/01/2015 12:00:00 AM,0,0,0.01,0
Milan,11/01/2014 12:00:00 AM,0,0,0,0
Perpignan,02/01/2015 12:00:00 AM,0,0,0,0
Palermo,12/01/2014 12:00:00 AM,0,0,0.01,0
St. Louis,09/01/2014 12:00:00 AM,0.33,0,0.87,0
Chania,02/01/2015 12:00:00 AM,0,0,0,0
Santiago,09/01/2014 12:00:00 AM,0.03,0,0.43,0
Monastir,10/01/2014 12:00:00 AM,0.01,0,0.04,0
Batna,03/01/2015 12:00:00 AM,0,0,0,0
Montpellier,12/01/2013 12:00:00 AM,0,0,0,0
Ibiza,01/01/2014 12:00:00 AM,0,0,0,0
Naples,07/01/2014 12:00:00 AM,0.1,0,0.26,0
Bodrum,04/01/2015 12:00:00 AM,0,0,0,0
Milan,04/01/2014 12:00:00 AM,0,0,0,0
Dominican Rep.,05/01/2015 12:00:00 AM,1,1,1,1
Tokyo,08/01/2014 12:00:00 AM,0.06,0,0.17,0
Myrtle Beach,08/01/2014 12:00:00 AM,0.26,0.04,0.54,0
Krasnodar,02/01/2015 12:00:00 AM,0,0,0,0
Sharm el-Sheikh,01/01/2014 12:00:00 AM,0,0,0,0
Detroit,05/01/2014 12:00:00 AM,0.03,0,0.42,0
Lima,04/01/2014 12:00:00 AM,0.03,0,0.27,0
Nashville,06/01/2014 12:00:00 AM,0.48,0.01,0.91,0
Washington DC,05/01/2015 12:00:00 AM,0.05,0,0.54,0
Lourdes,06/01/2014 12:00:00 AM,0.02,0,0.21,0
Anapa,12/01/2013 12:00:00 AM,0,0,0,0
Valencia,03/01/2014 12:00:00 AM,0,0,0,0
Managua,09/01/2014 12:00:00 AM,0.27,0.01,0.6,0
Geneva,05/01/2014 12:00:00 AM,0.01,0,0.09,0
Kiev,11/01/2014 12:00:00 AM,0,0,0,0
Chicago,10/01/2014 12:00:00 AM,0.04,0,0.42,0
Chania,10/01/2014 12:00:00 AM,0,0,0,0
Alicante,07/01/2014 12:00:00 AM,0.51,0.05,0.86,0
Bordeaux,05/01/2015 12:00:00 AM,0,0,0.03,0
Bastia,12/01/2014 12:00:00 AM,0,0,0.02,0
Perpignan,03/01/2015 12:00:00 AM,0,0,0,0
Montpellier,03/01/2014 12:00:00 AM,0.01,0,0.07,0
Istanbul,09/01/2014 12:00:00 AM,0.4,0,0.95,0
Turks & Caicos,02/01/2014 12:00:00 AM,0.01,0,0.02,0
Algiers,04/01/2014 12:00:00 AM,0.03,0,0.28,0
Haiti,05/01/2015 12:00:00 AM,1,1,1,1
Mexico City,05/01/2015 12:00:00 AM,0.49,0,1,0
Bilbao,05/01/2014 12:00:00 AM,0,0,0.04,0
Amsterdam,12/01/2013 12:00:00 AM,0,0,0,0
Bejaia,04/01/2015 12:00:00 AM,0,0,0,0
Manila,01/01/2014 12:00:00 AM,0.05,0,0.12,0
Rome,01/01/2015 12:00:00 AM,0.01,0,0.05,0
Geneva,03/01/2015 12:00:00 AM,0,0,0,0
Barcelona,04/01/2014 12:00:00 AM,0.01,0,0.06,0
Phoenix,06/01/2014 12:00:00 AM,0.82,0.28,1,0
Austin,08/01/2014 12:00:00 AM,0.53,0.1,0.84,0
Los Angeles,02/01/2015 12:00:00 AM,0.06,0,0.49,0
Constantine,08/01/2014 12:00:00 AM,0.1,0,0.25,0
Strasbourg,06/01/2014 12:00:00 AM,0.04,0,0.54,0
Sao Paulo,02/01/2014 12:00:00 AM,0.12,0,0.44,0
Mikonos,02/01/2014 12:00:00 AM,0,0,0,0
Nice,02/01/2015 12:00:00 AM,0,0,0.01,0
Djerba,12/01/2014 12:00:00 AM,0,0,0.01,0
Bastia,09/01/2014 12:00:00 AM,0.25,0,0.81,0
Bodrum,06/01/2014 12:00:00 AM,0.04,0,0.12,0
Amsterdam,08/01/2014 12:00:00 AM,0.16,0,0.89,0
London,10/01/2014 12:00:00 AM,0.15,0,1,0
Cleveland,08/01/2014 12:00:00 AM,0.47,0,0.98,0
Clermont-Ferrand,08/01/2014 12:00:00 AM,0.06,0,0.31,0
Haiti,03/01/2014 12:00:00 AM,0.81,0.04,1,0
Bari,12/01/2014 12:00:00 AM,0,0,0,0
Brussels,09/01/2014 12:00:00 AM,0.06,0,0.61,0
Greensboro,09/01/2014 12:00:00 AM,0.08,0,0.31,0
Dominican Rep.,01/01/2014 12:00:00 AM,0.88,0.14,1,0
Zakinthos,01/01/2014 12:00:00 AM,0,0,0,0
Detroit,06/01/2014 12:00:00 AM,0.27,0,0.97,0
Cancun,05/01/2015 12:00:00 AM,0.65,0.14,0.93,0
Beirut,01/01/2015 12:00:00 AM,0,0,0,0
Calvi,02/01/2014 12:00:00 AM,0,0,0.01,0
Constantine,01/01/2014 12:00:00 AM,0,0,0,0
Lamezia Terme,05/01/2014 12:00:00 AM,0,0,0.01,0
Hamburg,05/01/2015 12:00:00 AM,0,0,0.01,0
Bahamas,05/01/2015 12:00:00 AM,1,1,1,1
Barcelona,01/01/2015 12:00:00 AM,0,0,0,0
Recife,02/01/2015 12:00:00 AM,0.17,0.01,0.39,0
Lamezia Terme,01/01/2015 12:00:00 AM,0,0,0,0
Washington DC,05/01/2014 12:00:00 AM,0.11,0,0.89,0
Houston,09/01/2014 12:00:00 AM,0.97,0.26,1,0
Recife,07/01/2014 12:00:00 AM,0.06,0,0.17,0
Lourdes,12/01/2014 12:00:00 AM,0,0,0,0
Baltimore,05/01/2014 12:00:00 AM,0.05,0,0.62,0
Jamaica,04/01/2014 12:00:00 AM,0.41,0.04,0.75,0
Cancun,10/01/2014 12:00:00 AM,0.38,0.05,0.7,0
Barcelona,12/01/2014 12:00:00 AM,0,0,0,0
San Francisco,10/01/2014 12:00:00 AM,0.06,0,0.5,0
Santiago,05/01/2014 12:00:00 AM,0.03,0,0.46,0
Bordeaux,12/01/2013 12:00:00 AM,0,0,0,0
Mumbai,10/01/2014 12:00:00 AM,0.02,0,0.05,0
Naples,03/01/2014 12:00:00 AM,0,0,0,0
Perpignan,10/01/2014 12:00:00 AM,0.01,0,0.06,0
Moscow,03/01/2015 12:00:00 AM,0,0,0,0
Monterrey,05/01/2015 12:00:00 AM,0.21,0,0.58,0
Djerba,07/01/2014 12:00:00 AM,0.64,0.14,0.92,0
Baltimore,05/01/2015 12:00:00 AM,0.01,0,0.09,0
Santorini,02/01/2015 12:00:00 AM,0,0,0,0
Milwaukee,05/01/2014 12:00:00 AM,0.01,0,0.14,0
St. Martin,05/01/2015 12:00:00 AM,1,1,1,1
Brest,07/01/2014 12:00:00 AM,0.22,0,0.99,0
Nantes,02/01/2014 12:00:00 AM,0.01,0,0.01,0
Palma de Mallorca,12/01/2013 12:00:00 AM,0,0,0,0
Ajaccio,04/01/2015 12:00:00 AM,0,0,0.02,0
Hong Kong,03/01/2014 12:00:00 AM,0.01,0,0.1,0
Zakinthos,03/01/2015 12:00:00 AM,0,0,0,0
Calvi,04/01/2014 12:00:00 AM,0.03,0,0.38,0
London,05/01/2015 12:00:00 AM,0.01,0,0.14,0
Springdale,11/01/2014 12:00:00 AM,0,0,0.05,0
St. Eustatius,05/01/2015 12:00:00 AM,0.23,0.03,0.5,0
Constantine,06/01/2014 12:00:00 AM,0.05,0,0.22,0
Heraklion,03/01/2014 12:00:00 AM,0,0,0,0
Dallas,06/01/2014 12:00:00 AM,0.98,0.5,1,0
Clermont-Ferrand,11/01/2014 12:00:00 AM,0,0,0,0
"Rochester, NY, US",05/01/2015 12:00:00 AM,0,0,0.01,0
Setif,01/01/2014 12:00:00 AM,0,0,0,0
Los Angeles,03/01/2014 12:00:00 AM,0.02,0,0.31,0
New York,04/01/2014 12:00:00 AM,0.07,0,0.83,0
Malaga,02/01/2015 12:00:00 AM,0,0,0,0
Cayman Islands,05/01/2015 12:00:00 AM,1,1,1,1
Paphos,03/01/2015 12:00:00 AM,0,0,0,0
Valencia,04/01/2015 12:00:00 AM,0,0,0.01,0
Anguilla,05/01/2015 12:00:00 AM,1,1,1,1
Lamezia Terme,05/01/2015 12:00:00 AM,0,0,0,0
Figari,09/01/2014 12:00:00 AM,0.06,0,0.26,0
Santorini,07/01/2014 12:00:00 AM,0.21,0.03,0.45,0
Berlin,02/01/2015 12:00:00 AM,0,0,0,0
Tunis,09/01/2014 12:00:00 AM,0.08,0,0.27,0
Paramaribo,05/01/2014 12:00:00 AM,0.1,0,0.26,0
Trinidad & Tobago,06/01/2014 12:00:00 AM,1,0.72,1,0
Grand Rapids,05/01/2014 12:00:00 AM,0.01,0,0.08,0
Buenos Aires,10/01/2014 12:00:00 AM,0.06,0,0.61,0
Figari,07/01/2014 12:00:00 AM,0.63,0.01,0.99,0
Frankfurt,04/01/2014 12:00:00 AM,0,0,0.03,0
Tokyo,02/01/2015 12:00:00 AM,0,0,0,0
Washington DC,10/01/2014 12:00:00 AM,0.06,0,0.66,0
Bangkok,08/01/2014 12:00:00 AM,0.01,0,0.03,0
Athens,03/01/2015 12:00:00 AM,0,0,0.01,0
Hong Kong,06/01/2014 12:00:00 AM,0.04,0,0.1,0
Ibiza,07/01/2014 12:00:00 AM,0.49,0,0.93,0
Zakinthos,01/01/2015 12:00:00 AM,0,0,0,0
Medellin,08/01/2014 12:00:00 AM,0.46,0,0.92,0
Milan,03/01/2015 12:00:00 AM,0,0,0,0
Rome,11/01/2014 12:00:00 AM,0.05,0,0.53,0
Paramaribo,03/01/2014 12:00:00 AM,0.17,0,0.45,0
Lisbon,04/01/2014 12:00:00 AM,0.01,0,0.16,0
Atlanta,05/01/2015 12:00:00 AM,0.13,0,0.46,0
Geneva,01/01/2015 12:00:00 AM,0,0,0,0
Turks & Caicos,05/01/2015 12:00:00 AM,1,1,1,1
Salt Lake City,06/01/2014 12:00:00 AM,0.1,0,0.66,0
Lyon,04/01/2015 12:00:00 AM,0,0,0.01,0
Curacao,03/01/2014 12:00:00 AM,0.88,0.2,1,0
Antalya,08/01/2014 12:00:00 AM,0.29,0.03,0.61,0
Setif,02/01/2015 12:00:00 AM,0,0,0,0
Naples,01/01/2014 12:00:00 AM,0,0,0,0
Bodrum,11/01/2014 12:00:00 AM,0,0,0,0
Bilbao,05/01/2015 12:00:00 AM,0,0,0.01,0
Fortaleza,01/01/2015 12:00:00 AM,0.13,0.01,0.28,0
Monastir,04/01/2014 12:00:00 AM,0,0,0.04,0
Geneva,01/01/2014 12:00:00 AM,0,0,0,0
Barcelona,03/01/2014 12:00:00 AM,0,0,0,0
Guadalajara,12/01/2014 12:00:00 AM,0.22,0,0.57,0
Frankfurt,02/01/2014 12:00:00 AM,0,0,0,0
Bangkok,03/01/2015 12:00:00 AM,0.02,0,0.05,0
Martinique,05/01/2015 12:00:00 AM,1,1,1,1
Memphis,05/01/2015 12:00:00 AM,0.01,0,0.03,0
Krasnodar,08/01/2014 12:00:00 AM,0.1,0.01,0.24,0
Pau,12/01/2014 12:00:00 AM,0,0,0,0
Kiev,09/01/2014 12:00:00 AM,0.01,0,0.14,0
Reunion,03/01/2014 12:00:00 AM,0.44,0.06,0.8,0
Paris,12/01/2014 12:00:00 AM,0.04,0,0.01,0
Bodrum,12/01/2014 12:00:00 AM,0,0,0,0
Dzaoudzi,10/01/2014 12:00:00 AM,0.08,0,0.19,0
Moscow,05/01/2014 12:00:00 AM,0.05,0,0.73,0
Catania,12/01/2014 12:00:00 AM,0,0,0.02,0
Milan,07/01/2014 12:00:00 AM,0.45,0,1,0
Savannah,09/01/2014 12:00:00 AM,0.07,0,0.23,0
Kos,01/01/2015 12:00:00 AM,0,0,0,0
Malaga,04/01/2014 12:00:00 AM,0,0,0.01,0
Lamezia Terme,12/01/2013 12:00:00 AM,0,0,0,0
Brest,10/01/2014 12:00:00 AM,0.03,0,0.35,0
Brest,09/01/2014 12:00:00 AM,0.06,0,0.46,0
Moscow,02/01/2015 12:00:00 AM,0,0,0,0
Bilbao,01/01/2015 12:00:00 AM,0,0,0,0
Bilbao,09/01/2014 12:00:00 AM,0.01,0,0.14,0
San Salvador,03/01/2014 12:00:00 AM,0.04,0.01,0.1,0
Bangkok,05/01/2015 12:00:00 AM,0.01,0,0.02,0
Kos,03/01/2015 12:00:00 AM,0,0,0,0
Tunis,04/01/2015 12:00:00 AM,0,0,0.01,0
Phoenix,01/01/2014 12:00:00 AM,0,0,0.04,0
Madrid,10/01/2014 12:00:00 AM,0.02,0,0.21,0
Bangkok,12/01/2013 12:00:00 AM,0,0,0.01,0
Hong Kong,08/01/2014 12:00:00 AM,0.1,0.01,0.24,0
Nantes,05/01/2015 12:00:00 AM,0,0,0.02,0
Malaga,11/01/2014 12:00:00 AM,0,0,0.02,0
Algiers,05/01/2015 12:00:00 AM,0,0,0.01,0
Batna,01/01/2015 12:00:00 AM,0,0,0,0
Biskra,03/01/2014 12:00:00 AM,0,0,0,0
Naples,09/01/2014 12:00:00 AM,0.03,0,0.1,0
Marseille,04/01/2014 12:00:00 AM,0.07,0,0.77,0
Basel,03/01/2014 12:00:00 AM,0,0,0,0
Pau,10/01/2014 12:00:00 AM,0.01,0,0.17,0
Basel,04/01/2015 12:00:00 AM,0,0,0,0
Cuba,07/01/2014 12:00:00 AM,0.99,0.79,1,0
Bangkok,12/01/2014 12:00:00 AM,0.1,0,0.24,0
Tel Aviv,01/01/2014 12:00:00 AM,0,0,0.01,0
El Paso,07/01/2014 12:00:00 AM,0.2,0.01,0.46,0
Quito,05/01/2014 12:00:00 AM,0.15,0,0.59,0
Dzaoudzi,12/01/2014 12:00:00 AM,0.01,0,0.03,0
Chicago,07/01/2014 12:00:00 AM,0.95,0.01,1,0
Tokyo,03/01/2015 12:00:00 AM,0,0,0,0
Jamaica,07/01/2014 12:00:00 AM,0.97,0.55,1,0
Barcelona,03/01/2015 12:00:00 AM,0,0,0,0
Montpellier,12/01/2014 12:00:00 AM,0,0,0,0
Pau,12/01/2013 12:00:00 AM,0,0,0,0
Sao Paulo,03/01/2014 12:00:00 AM,0.09,0,0.38,0
Louisville,09/01/2014 12:00:00 AM,0.11,0,0.46,0
Frankfurt,03/01/2015 12:00:00 AM,0,0,0,0
Madrid,05/01/2015 12:00:00 AM,0.04,0,0.48,0
Pau,06/01/2014 12:00:00 AM,0.15,0,0.9,0
Nice,04/01/2015 12:00:00 AM,0,0,0.05,0
Mumbai,08/01/2014 12:00:00 AM,0.02,0,0.06,0
Bastia,04/01/2015 12:00:00 AM,0,0,0.02,0
Batna,05/01/2015 12:00:00 AM,0,0,0,0
