x,y
0,1.0
1,0.995155906522
2,0.990532144452
3,0.985680932847
4,0.980638413608
5,0.975600399426
6,0.970544336316
7,0.96601566215
8,0.961800926734
9,0.957355528182
10,0.952788232502
11,0.947891206225
12,0.943126248956
13,0.9386208782
14,0.933903590318
15,0.929872358472
16,0.926004744751
17,0.921843822078
18,0.917491472356
19,0.913178164346
20,0.908700503314
21,0.904143143132
22,0.89944074595
23,0.894809998998
24,0.889809647123
25,0.884691707403
26,0.879194739464
27,0.874063852692
28,0.869073237113
29,0.86443126064
30,0.859577397341
31,0.855948350073
32,0.851826100459
33,0.847413621037
34,0.842601565981
35,0.837275373434
36,0.831884545976
37,0.827100716701
38,0.822169041148
39,0.81646164369
40,0.811439543049
41,0.806009995515
42,0.799893815137
43,0.793743187429
44,0.787650999671
45,0.781567302617
46,0.775357410686
47,0.769158999705
48,0.762901189056
49,0.756185492248
50,0.749193282055
51,0.742210225725
52,0.73552061805
53,0.72898284138
54,0.722273665004
55,0.715954903664
56,0.710141437645
57,0.703946493732
58,0.697415921283
59,0.690650435231
60,0.683809010875
61,0.677483320972
62,0.671222708401
63,0.664750643151
64,0.658410041336
65,0.652147490108
66,0.645662259023
67,0.639107790665
68,0.632557559795
69,0.626295761932
70,0.619264715509
71,0.612851567409
72,0.607009859665
73,0.601485028346
74,0.596056438851
75,0.590929472858
76,0.58588231459
77,0.581105844364
78,0.576230183281
79,0.571385754703
80,0.566571602576
81,0.561739261325
82,0.556874419486
83,0.551768807769
84,0.547064242636
85,0.542841007671
86,0.538597274338
87,0.53400485366
88,0.52976845644
89,0.525241571317
90,0.520908751674
91,0.515999118141
92,0.511242868807
93,0.506754611097
94,0.502309076649
95,0.498152758771
96,0.493841100772
97,0.489482949874
98,0.484816498235
99,0.480351743076
100,0.475826037256
101,0.471614520806
102,0.467750618709
103,0.463675025907
104,0.459742176925
105,0.456363915353
106,0.453416370869
107,0.450409821512
108,0.447289819802
109,0.444095773059
110,0.440936932597
111,0.437596917497
112,0.434209743099
113,0.430649295888
114,0.427393957409
115,0.42410158153
116,0.421083704911
117,0.418381627195
118,0.415218713788
119,0.412106695708
120,0.409022424313
121,0.405778954028
122,0.402447045024
123,0.3991676101
124,0.395805913488
125,0.392235771486
126,0.388649935265
127,0.38486049232
128,0.381058791753
129,0.377168045864
130,0.373707286054
131,0.370054208237
132,0.366696957835
133,0.36340530759
134,0.359992610402
135,0.356657567426
136,0.353191487398
137,0.34963159238
138,0.345822431188
139,0.342235732566
140,0.338729970761
141,0.335174967387
142,0.33180029418
143,0.328570379085
144,0.325419783879
145,0.321824281833
146,0.317859780528
147,0.313888763762
148,0.310099906527
149,0.306147835736
150,0.302095360744
151,0.298456165426
152,0.295448384623
153,0.292505451427
154,0.289642718517
155,0.287036764233
156,0.28337977078
157,0.279822329907
158,0.275730257698
159,0.271353365638
160,0.26672865095
161,0.262678328608
162,0.258624250234
163,0.254849787918
164,0.251359289591
165,0.247760794521
166,0.244125719015
167,0.240542928018
168,0.237157508747
169,0.233859745334
170,0.230704110543
171,0.227882052051
172,0.225151847545
173,0.222516773769
174,0.220271785329
175,0.217918204777
176,0.215476063187
177,0.212973391502
178,0.210595006539
179,0.208182402131
180,0.205810567158
181,0.203628399655
182,0.20136407115
183,0.199025274301
184,0.196792256819
185,0.194382055927
186,0.192256267542
187,0.189962568827
188,0.187379009544
189,0.184849437808
190,0.182152872974
191,0.179765651543
192,0.17738079402
193,0.174919117224
194,0.172519449085
195,0.170107146906
196,0.167573420558
197,0.165322067679
198,0.163128732756
199,0.160917053205
200,0.158779123059
201,0.157006692896
202,0.155463592313
203,0.15397587469
204,0.152598076612
205,0.151288575139
206,0.150006710701
207,0.148796201075
208,0.147466957972
209,0.146204116376
210,0.144928287972
211,0.143649639152
212,0.142347074091
213,0.141063782734
214,0.139720962034
215,0.138526895288
216,0.137301611422
217,0.135969559132
218,0.134877082765
219,0.133799887779
220,0.132827041424
221,0.131929319982
222,0.130975579227
223,0.130009808063
224,0.129006954932
225,0.128159896408
226,0.127374852903
227,0.126562360154
